order_id,customer_id,order_date,product_category,quantity,unit_price_usd,order_status,payment_method
AMA-O6548,AMA-C2386,06/07/2023,Beauty,3,$85.96,Delivered,Gift Card
AMA-O12776,AMA-C10967,2023-08-25,Apparel,1,27.15,Delivered,Gift Card
AMA-O6066,AMA-C10904,28-Oct-2024,Grocery,2,39.09,Delivered,Debit Card
AMA-O7143,AMA-C9706,2024-12-14,Electronics,1,337.66,Shipped,UPI
AMA-O11727,AMA-C2495,2025-06-27,Toys,1,46.78,Shipped,Credit Card
AMA-O6395,AMA-C7787,12/19/2025,Apparel,4,62.69,Cancelled,Debit Card
AMA-O11815,AMA-C5250,03/16/2025,Home & Kitchen,5,69.24,Delivered,Credit Card
AMA-O12283,AMA-C10470,08-Mar-2025,Home & Kitchen,2,$25.83,Delivered,Amazon Pay
AMA-O6679,AMA-C4075,08/17/2025,Home & Kitchen,3,106.54,Returned,Amazon Pay
AMA-O9532,AMA-C1627,2024-02-19,Apparel,1,$93.34,Pending,Amazon Pay
AMA-O12575,AMA-C6281,2024-08-21,Toys,3,83.96,Pending,Debit Card
AMA-O10807,AMA-C9998,14-Jul-2025,Sports & Outdoors,2,104.46,Shipped,Gift Card
AMA-O9171,AMA-C3634,2023-05-29,Toys,5,62.15,Shipped,Credit Card
AMA-O13063,AMA-C3257,15-Jul-2025,Electronics,3,410.14,Shipped,Credit Card
AMA-O7014,AMA-C9495,2023-05-20,Sports & Outdoors,2,214.13,Cancelled,Amazon Pay
AMA-O5974,AMA-C7944,30-Sep-2024,Electronics,4,659.26,Delivered,Debit Card
AMA-O10974,AMA-C4979,13-Dec-2024,Books,3,30.19,Delivered,Amazon Pay
AMA-O8753,AMA-C10193,06-Jun-2025,Toys,4,$51.63,Delivered,Gift Card
AMA-O13979,AMA-C3054,02/14/2025,Toys,2,66.9,Shipped,Gift Card
AMA-O14971,AMA-C8430,2025-07-04,Grocery,1,51.74,Shipped,UPI
AMA-O12843,AMA-C6502,03/31/2024,Toys,2,98.59,Cancelled,Debit Card
AMA-O7433,AMA-C9999,03/19/2024,Home & Kitchen,3,245.71,Delivered,Gift Card
AMA-O9384,AMA-C7127,2023-08-25,Sports & Outdoors,5,119.07,Delivered,Amazon Pay
AMA-O12143,AMA-C7698,2024-01-13,Grocery,2,9.34,Cancelled,Debit Card
AMA-O12213,AMA-C7252,28-Sep-2024,Beauty,5,33.55,Cancelled,Gift Card
AMA-O10849,AMA-C7593,30-Mar-2023,Home & Kitchen,1,58.89,Delivered,Debit Card
AMA-O5478,AMA-C5922,2024-09-10,Grocery,2,13.94,Delivered,Credit Card
AMA-O6726,AMA-C5720,2024-11-05,Books,4,5.07,Delivered,Credit Card
AMA-O9513,AMA-C1589,10/03/2025,Sports & Outdoors,3,197.57,Pending,UPI
AMA-O9490,AMA-C1948,2024-08-09,Grocery,2,8.13,Delivered,UPI
AMA-O7733,AMA-C7171,08-Jun-2023,Home & Kitchen,1,287.25,Pending,UPI
AMA-O10624,AMA-C6405,11/06/2025,Books,4,19.09,Delivered,Credit Card
AMA-O6946,AMA-C5979,2025-05-19,Grocery,1,$2.33,Cancelled,Debit Card
AMA-O14194,AMA-C10733,10-Feb-2024,Sports & Outdoors,3,221.37,Delivered,UPI
AMA-O6129,AMA-C9875,19-Jan-2023,Electronics,5,465.15,Shipped,Amazon Pay
AMA-O11244,AMA-C5021,24-May-2025,Beauty,3,54.72,Returned,Gift Card
AMA-O14615,AMA-C4163,2023-01-01,Home & Kitchen,1,$40.02,Delivered,Amazon Pay
AMA-O13125,AMA-C4347,12/22/2025,Sports & Outdoors,4,177.08,Pending,UPI
AMA-O5827,AMA-C5736,12/19/2025,Electronics,4,437.64,Delivered,Amazon Pay
AMA-O5194,AMA-C8343,17-Feb-2023,Apparel,2,55.88,Shipped,Credit Card
AMA-O10114,AMA-C8110,2025-02-03,Toys,4,14.33,Pending,Gift Card
AMA-O9184,AMA-C6815,2024-07-09,Home & Kitchen,2,30.77,Delivered,Amazon Pay
AMA-O13407,AMA-C10020,2023-08-22,Sports & Outdoors,1,232.26,Pending,Debit Card
AMA-O13288,AMA-C8349,2024-04-07,Toys,2,46.25,Pending,Credit Card
AMA-O7007,AMA-C10306,27-Sep-2024,Apparel,4,37.32,Delivered,Credit Card
AMA-O13361,AMA-C2878,08/08/2023,Electronics,5,$191.20,Pending,Debit Card
AMA-O5056,AMA-C1075,29-Jan-2023,Apparel,5,$113.78,Shipped,UPI
AMA-O10686,AMA-C1439,2025-08-17,Sports & Outdoors,5,44.18,Delivered,Credit Card
AMA-O8092,AMA-C7736,2025-09-21,Grocery,2,$48.69,Cancelled,Amazon Pay
AMA-O9791,AMA-C1639,2023-01-04,Electronics,2,432.29,Delivered,Debit Card
AMA-O10078,AMA-C6717,2023-11-23,Toys,4,68.42,Delivered,Debit Card
AMA-O10677,AMA-C7425,04-May-2023,Toys,4,64.61,Shipped,Amazon Pay
AMA-O7831,AMA-C9949,12/12/2024,Electronics,1,$243.99,Delivered,Gift Card
AMA-O5138,AMA-C8658,10/10/2025,Electronics,4,137.64,Delivered,Credit Card
AMA-O8550,AMA-C6989,13-Dec-2023,Books,3,32.91,Delivered,Credit Card
AMA-O12529,AMA-C4307,03/23/2024,Home & Kitchen,4,183.83,Delivered,Debit Card
AMA-O14851,AMA-C1239,2025-04-09,Books,4,$5.93,Cancelled,UPI
AMA-O11028,AMA-C1936,2024-08-30,Toys,2,8.16,Pending,Amazon Pay
AMA-O6427,AMA-C3541,23-Dec-2023,Home & Kitchen,5,235.83,Shipped,Credit Card
AMA-O8536,AMA-C2209,2025-11-16,Books,-1,34.97,Delivered,UPI
AMA-O9906,AMA-C8962,14-May-2025,Books,4,34.04,Delivered,Gift Card
AMA-O9345,AMA-C6179,15-Jan-2024,Beauty,5,30.58,Shipped,Debit Card
AMA-O12764,AMA-C5318,2023-03-01,Home & Kitchen,1,$253.56,Pending,Credit Card
AMA-O12411,AMA-C7838,03-Dec-2023,Books,2,33.13,Shipped,Credit Card
AMA-O10477,AMA-C9568,07-Nov-2024,Electronics,5,606.24,Pending,UPI
AMA-O5998,AMA-C10486,12/25/2024,Electronics,4,200.14,Delivered,Gift Card
AMA-O14510,AMA-C7031,2024-11-30,Toys,3,69.15,Delivered,UPI
AMA-O12626,AMA-C1683,2023-10-18,Books,3,10.52,,Gift Card
AMA-O6199,AMA-C6671,2023-03-19,Electronics,1,44.9,Cancelled,Gift Card
AMA-O6266,AMA-C3126,05-Apr-2023,Apparel,3,111.71,Delivered,Gift Card
AMA-O5029,AMA-C8475,2025-06-04,Electronics,1,$759.96,Cancelled,UPI
AMA-O7049,AMA-C1140,12/31/2024,Books,1,9.07,Delivered,Credit Card
AMA-O13190,AMA-C8434,27-Oct-2024,Beauty,4,11.89,Pending,UPI
AMA-O10801,AMA-C4295,2024-06-10,Home & Kitchen,4,94.46,Delivered,Credit Card
AMA-O13998,AMA-C3805,07/17/2025,Sports & Outdoors,1,214.29,Pending,Gift Card
AMA-O10174,AMA-C5198,2023-03-10,Grocery,-3,26.82,Delivered,Amazon Pay
AMA-O11238,AMA-C9999,06/21/2023,Sports & Outdoors,1,69.37,Cancelled,UPI
AMA-O14803,AMA-C8629,14-May-2023,Electronics,1,279.43,Cancelled,Gift Card
AMA-O9597,AMA-C8703,01-Jun-2023,Books,4,39.2,Returned,Credit Card
AMA-O9797,AMA-C8489,2024-06-08,Apparel,4,50.62,Cancelled,Debit Card
AMA-O6971,AMA-C8980,03/25/2025,Books,3,37.92,Shipped,UPI
AMA-O7642,AMA-C7679,01/17/2025,Apparel,3,78.71,,Debit Card
AMA-O11587,AMA-C10000,2025-12-31,Toys,5,$5.58,Delivered,Amazon Pay
AMA-O6658,AMA-C5399,2024-08-07,Grocery,4,15.94,Pending,Debit Card
AMA-O14366,AMA-C9099,10/04/2023,Home & Kitchen,5,233.18,Shipped,Amazon Pay
AMA-O11242,AMA-C2514,2024-11-14,Electronics,4,$429.74,Delivered,UPI
AMA-O5453,AMA-C1817,12/02/2025,Toys,2,96.99,Cancelled,Gift Card
AMA-O10784,AMA-C6940,2024-04-16,Apparel,4,84.02,Returned,Amazon Pay
AMA-O6999,AMA-C6740,2024-05-07,Electronics,4,654.1,,Credit Card
AMA-O11847,AMA-C4136,05/19/2025,Toys,5,$74.01,Shipped,Amazon Pay
AMA-O5095,AMA-C7106,05-Oct-2023,Home & Kitchen,1,192.7,Shipped,Debit Card
AMA-O8684,AMA-C4291,2024-04-14,Beauty,4,25.98,Delivered,Credit Card
AMA-O14990,AMA-C2633,2025-06-26,Sports & Outdoors,4,$19.17,Delivered,Gift Card
AMA-O14379,AMA-C6023,22-Dec-2023,Home & Kitchen,5,21.63,Returned,Credit Card
AMA-O6053,AMA-C10404,27-May-2025,Apparel,5,$87.50,Pending,Debit Card
AMA-O10125,AMA-C2606,17-Jun-2023,Grocery,1,57.16,Delivered,UPI
AMA-O7621,AMA-C3851,20-Sep-2023,Toys,3,15.33,Delivered,UPI
AMA-O6723,AMA-C10099,26-Jul-2024,Toys,4,76.44,Cancelled,Debit Card
AMA-O8495,AMA-C1655,11/17/2025,Toys,5,66.76,Returned,Debit Card
AMA-O8304,AMA-C1739,07-Sep-2025,Electronics,2,333.84,Delivered,Credit Card
AMA-O10542,AMA-C10230,03/31/2025,Books,3,39.66,Delivered,Amazon Pay
AMA-O9567,AMA-C4913,12/17/2024,Electronics,1,303.12,Delivered,Debit Card
AMA-O10106,AMA-C6186,20-Nov-2024,Toys,1,42.38,Pending,Debit Card
AMA-O11575,AMA-C1064,20-Dec-2024,Electronics,4,278.22,Shipped,Debit Card
AMA-O10147,AMA-C5260,2025-06-21,Grocery,2,12.85,Cancelled,Credit Card
AMA-O14686,AMA-C10864,10-Apr-2023,Toys,4,7.53,Delivered,UPI
AMA-O9249,AMA-C6602,11/03/2025,Home & Kitchen,1,$151.55,Returned,Debit Card
AMA-O8112,AMA-C10678,2025-09-23,Grocery,4,58.13,Delivered,Gift Card
AMA-O5748,AMA-C1524,12/22/2023,Electronics,4,132.35,Cancelled,Gift Card
AMA-O5579,AMA-C8841,13-Aug-2024,Beauty,2,$38.98,Cancelled,Debit Card
AMA-O10286,AMA-C8787,29-Jan-2024,Beauty,3,37.8,Returned,Debit Card
AMA-O8740,AMA-C5753,08/13/2023,Apparel,2,36.36,Cancelled,Debit Card
AMA-O6005,AMA-C8764,17-Jan-2023,Grocery,5,42.06,,Debit Card
AMA-O13815,AMA-C10842,30-May-2023,Grocery,1,46.24,Delivered,UPI
AMA-O12168,AMA-C6544,12-Mar-2025,Apparel,5,82.97,Pending,Amazon Pay
AMA-O7191,AMA-C5636,2023-09-27,Toys,1,40.69,Shipped,Debit Card
AMA-O14500,AMA-C7412,2023-06-24,Apparel,1,$9.11,Returned,Credit Card
AMA-O12091,AMA-C5327,08-Apr-2023,Beauty,2,6.52,,Amazon Pay
AMA-O13097,AMA-C6024,2025-03-12,Toys,1,49.31,Delivered,Credit Card
AMA-O13606,AMA-C10022,2025-05-19,Home & Kitchen,3,96.74,Shipped,UPI
AMA-O11230,AMA-C10815,07/03/2023,Apparel,2,92.13,Cancelled,Debit Card
AMA-O11024,AMA-C3741,04/15/2024,Electronics,5,732.67,Delivered,Gift Card
AMA-O6599,AMA-C3305,07-May-2025,Electronics,-4,154.23,Delivered,UPI
AMA-O12204,AMA-C1701,23-Oct-2025,Sports & Outdoors,4,83.18,Shipped,Debit Card
AMA-O13425,AMA-C5453,02/05/2025,Books,5,34.82,Delivered,Amazon Pay
AMA-O10383,AMA-C1102,09/10/2025,Beauty,5,45.39,Pending,Debit Card
AMA-O14038,AMA-C7434,20-Sep-2024,Sports & Outdoors,1,74.36,Delivered,Debit Card
AMA-O12224,AMA-C6286,09-Jan-2025,Electronics,4,765.27,Delivered,Amazon Pay
AMA-O9624,AMA-C7227,18-Aug-2023,Home & Kitchen,5,$168.24,Returned,Debit Card
AMA-O11408,AMA-C7897,2023-01-01,Beauty,4,85.54,Delivered,UPI
AMA-O5575,AMA-C3326,01-Dec-2023,Apparel,2,$41.79,Shipped,Gift Card
AMA-O12769,AMA-C9999,2024-03-30,Electronics,5,242.82,Shipped,Debit Card
AMA-O5384,AMA-C9999,06/23/2024,Grocery,1,42.53,Shipped,Amazon Pay
AMA-O9917,AMA-C5912,2023-01-27,Apparel,5,93.11,Delivered,Debit Card
AMA-O14348,AMA-C7858,09/19/2023,Toys,3,$24.25,Cancelled,Credit Card
AMA-O14505,AMA-C5279,09/13/2023,Sports & Outdoors,4,198.62,Returned,Debit Card
AMA-O5649,AMA-C9977,09/02/2024,Apparel,1,30.39,Delivered,UPI
AMA-O8256,AMA-C9987,2023-03-18,Grocery,1,26.09,Delivered,Credit Card
AMA-O11391,AMA-C2463,06/26/2024,Beauty,1,9.84,Delivered,Credit Card
AMA-O5671,AMA-C3555,13-Nov-2025,Books,4,39.72,Delivered,Gift Card
AMA-O5407,AMA-C2330,08/15/2023,Toys,5,48.0,Pending,Debit Card
AMA-O7716,AMA-C2628,2025-08-12,Electronics,3,$218.56,Delivered,Debit Card
AMA-O7482,AMA-C8852,10-Jul-2023,Home & Kitchen,1,$287.21,Returned,Credit Card
AMA-O6074,AMA-C6541,10/28/2023,Electronics,4,338.75,Delivered,Debit Card
AMA-O10694,AMA-C6472,20-Aug-2025,Electronics,3,623.21,Returned,UPI
AMA-O7792,AMA-C6740,12-Nov-2025,Grocery,3,34.89,Delivered,Gift Card
AMA-O11436,AMA-C8836,11-Jan-2024,Beauty,4,53.89,Returned,UPI
AMA-O8731,AMA-C5138,10/17/2025,Books,3,$32.89,Cancelled,Credit Card
AMA-O9679,AMA-C10716,12-Apr-2025,Sports & Outdoors,3,141.38,Delivered,Debit Card
AMA-O5566,AMA-C1784,03/27/2024,Grocery,1,58.76,Pending,Credit Card
AMA-O9217,AMA-C8255,31-Dec-2025,Beauty,-4,16.82,Delivered,Gift Card
AMA-O11620,AMA-C10660,06/19/2024,Beauty,2,30.16,Pending,UPI
AMA-O14616,AMA-C6687,2024-08-23,Beauty,1,18.01,Returned,Amazon Pay
AMA-O14868,AMA-C4234,04/02/2025,Electronics,2,$503.35,Pending,UPI
AMA-O9312,AMA-C4118,2023-12-30,Grocery,4,38.56,Delivered,Credit Card
AMA-O5047,AMA-C7812,01/12/2023,Books,5,20.55,Delivered,UPI
AMA-O12154,AMA-C4639,09/11/2023,Electronics,5,626.48,Delivered,Gift Card
AMA-O10569,AMA-C2038,2025-11-05,Home & Kitchen,4,269.19,Delivered,Credit Card
AMA-O13864,AMA-C10244,2025-11-24,Beauty,1,65.02,Pending,Debit Card
AMA-O9945,AMA-C8064,03/20/2025,Home & Kitchen,4,$114.12,Delivered,Debit Card
AMA-O7499,AMA-C10727,05/26/2024,Books,3,18.52,Returned,Credit Card
AMA-O11908,AMA-C10606,09/07/2023,Beauty,5,$14.45,Pending,Debit Card
AMA-O9139,AMA-C10116,2025-07-12,Apparel,1,$42.22,Delivered,Debit Card
AMA-O6267,AMA-C5226,2024-10-18,Books,4,10.87,Delivered,Debit Card
AMA-O13219,AMA-C6229,2025-09-15,Electronics,3,$691.24,Pending,Gift Card
AMA-O11955,AMA-C8914,03/10/2025,Apparel,3,29.3,Pending,Credit Card
AMA-O5179,AMA-C8281,2025-02-22,Home & Kitchen,1,285.32,Pending,Debit Card
AMA-O7188,AMA-C9499,12/01/2023,Apparel,3,$65.67,Delivered,Credit Card
AMA-O12689,AMA-C6890,10-Nov-2023,Books,5,24.62,Cancelled,UPI
AMA-O13860,AMA-C1584,2023-10-14,Apparel,3,40.49,Cancelled,Gift Card
AMA-O14647,AMA-C1420,16-Apr-2025,Toys,2,16.19,Cancelled,UPI
AMA-O12219,AMA-C8568,01/23/2023,Beauty,1,52.45,Cancelled,Gift Card
AMA-O8224,AMA-C3436,2024-08-28,Sports & Outdoors,5,54.31,Cancelled,Gift Card
AMA-O11355,AMA-C2500,08/31/2024,Beauty,4,88.75,Pending,UPI
AMA-O13390,AMA-C1103,10-Feb-2025,Beauty,2,7.41,Delivered,Debit Card
AMA-O5277,AMA-C7352,01/11/2024,Books,1,28.49,Delivered,Amazon Pay
AMA-O5740,AMA-C5669,2025-04-24,Home & Kitchen,5,136.78,Delivered,Gift Card
AMA-O7311,AMA-C2340,05-Sep-2024,Home & Kitchen,2,252.24,Delivered,Amazon Pay
AMA-O5302,AMA-C4905,07/25/2025,Books,5,19.99,Returned,UPI
AMA-O12504,AMA-C5148,02/02/2025,Books,2,33.6,Delivered,Gift Card
AMA-O11111,AMA-C2550,2024-01-11,Electronics,2,797.88,Delivered,Credit Card
AMA-O5180,AMA-C9600,2023-10-11,Home & Kitchen,2,$60.34,Returned,UPI
AMA-O7918,AMA-C3257,2023-12-11,Apparel,5,45.01,Pending,UPI
AMA-O8628,AMA-C4499,2025-08-22,Home & Kitchen,1,$292.31,Delivered,Debit Card
AMA-O5540,AMA-C4352,2024-07-20,Electronics,1,$276.24,Cancelled,Debit Card
AMA-O5033,AMA-C6081,06/16/2023,Toys,3,88.32,Delivered,Credit Card
AMA-O6626,AMA-C6939,05-Apr-2023,Electronics,5,311.67,Returned,Gift Card
AMA-O13310,AMA-C7762,05/25/2025,Home & Kitchen,5,80.01,Delivered,Amazon Pay
AMA-O6046,AMA-C4236,01/01/2024,Sports & Outdoors,2,199.7,Delivered,Gift Card
AMA-O7747,AMA-C10555,2023-06-08,Apparel,1,117.87,Delivered,Gift Card
AMA-O9849,AMA-C4517,24-Oct-2024,Toys,4,13.53,Pending,Debit Card
AMA-O11843,AMA-C8788,2024-01-17,Grocery,3,50.27,Delivered,Debit Card
AMA-O6340,AMA-C9699,2025-06-24,Beauty,5,27.44,Delivered,Debit Card
AMA-O7039,AMA-C4105,2025-07-06,Sports & Outdoors,4,116.18,Returned,Amazon Pay
AMA-O13262,AMA-C3923,06-Oct-2025,Grocery,4,52.08,Delivered,Amazon Pay
AMA-O12786,AMA-C7915,12-Jun-2025,Electronics,5,419.38,Cancelled,Gift Card
AMA-O12610,AMA-C5411,30-Dec-2025,Apparel,4,27.94,Delivered,Gift Card
AMA-O9594,AMA-C4739,11/28/2023,Grocery,4,12.7,Delivered,Gift Card
AMA-O6874,AMA-C2201,07/31/2025,Toys,1,35.1,Pending,Debit Card
AMA-O7436,AMA-C8074,2023-08-10,Sports & Outdoors,5,229.98,Delivered,UPI
AMA-O8272,AMA-C3466,10-Oct-2023,Toys,1,57.79,Delivered,Debit Card
AMA-O11500,AMA-C6939,10/19/2024,Sports & Outdoors,3,233.39,Delivered,Gift Card
AMA-O8847,AMA-C5251,10/17/2025,Apparel,3,$39.80,Delivered,Amazon Pay
AMA-O9206,AMA-C5007,2025-12-13,Books,2,25.3,Cancelled,Credit Card
AMA-O9028,AMA-C9458,01-Nov-2025,Electronics,4,356.17,Shipped,UPI
AMA-O8309,AMA-C2527,2024-11-16,Grocery,5,$7.09,Returned,Credit Card
AMA-O10193,AMA-C5726,02/23/2025,Apparel,3,93.81,Delivered,Credit Card
AMA-O9642,AMA-C4646,06-Aug-2024,Home & Kitchen,4,$222.32,,Debit Card
AMA-O9511,AMA-C6832,06/18/2025,Sports & Outdoors,1,14.24,Delivered,Credit Card
AMA-O12401,AMA-C5203,09/11/2024,Apparel,4,$82.49,Pending,Credit Card
AMA-O12497,AMA-C3943,06/09/2023,Apparel,1,$38.24,Shipped,UPI
AMA-O10871,AMA-C10593,2023-03-12,Beauty,1,17.77,Delivered,Credit Card
AMA-O11286,AMA-C10639,25-Jan-2024,Electronics,4,141.01,Pending,Amazon Pay
AMA-O13625,AMA-C5704,2025-04-04,Sports & Outdoors,3,185.33,Delivered,Credit Card
AMA-O5843,AMA-C1285,07-Mar-2024,Electronics,3,681.96,Cancelled,Amazon Pay
AMA-O10695,AMA-C9823,03/29/2025,Sports & Outdoors,1,153.01,Delivered,UPI
AMA-O9816,AMA-C10126,05/18/2023,Apparel,2,70.5,Delivered,Gift Card
AMA-O14671,AMA-C7411,25-Mar-2023,Toys,5,90.0,Delivered,Gift Card
AMA-O8124,AMA-C8767,12/21/2024,Home & Kitchen,1,113.72,Shipped,Gift Card
AMA-O8099,AMA-C3526,2023-10-06,Electronics,2,$792.74,Delivered,Gift Card
AMA-O10741,AMA-C2794,07/29/2023,Apparel,2,85.87,Delivered,Credit Card
AMA-O11034,AMA-C8028,12-Feb-2025,Electronics,2,393.09,Delivered,UPI
AMA-O7185,AMA-C7844,06/27/2024,Beauty,4,$42.35,Returned,Debit Card
AMA-O7033,AMA-C1921,08/20/2025,Grocery,3,26.0,Returned,Amazon Pay
AMA-O14728,AMA-C8751,11-Jun-2023,Apparel,4,10.84,Returned,Amazon Pay
AMA-O10683,AMA-C10644,2023-08-15,Apparel,2,68.74,Delivered,UPI
AMA-O5115,AMA-C6990,2024-06-24,Beauty,5,77.2,Cancelled,Debit Card
AMA-O8875,AMA-C4761,2024-08-17,Grocery,4,16.74,Shipped,Credit Card
AMA-O8981,AMA-C4013,14-Nov-2025,Sports & Outdoors,5,35.11,Shipped,Credit Card
AMA-O9588,AMA-C8896,2024-01-13,Home & Kitchen,1,93.34,Cancelled,Amazon Pay
AMA-O10840,AMA-C6091,06/01/2025,Beauty,4,58.12,Returned,Gift Card
AMA-O9659,AMA-C8910,02/08/2025,Books,3,17.64,Shipped,Gift Card
AMA-O12118,AMA-C3265,09/01/2025,Home & Kitchen,2,143.41,Shipped,Credit Card
AMA-O8287,AMA-C7844,02-May-2024,Books,4,21.31,Cancelled,Amazon Pay
AMA-O7488,AMA-C4710,04/18/2025,Grocery,2,$49.42,Pending,UPI
AMA-O7281,AMA-C6496,2024-09-07,Apparel,5,31.98,Returned,Gift Card
AMA-O11579,AMA-C1026,04/11/2025,Toys,1,6.47,Delivered,Amazon Pay
AMA-O14762,AMA-C1389,11-Apr-2025,Toys,5,$95.36,Returned,Amazon Pay
AMA-O14669,AMA-C4741,2023-01-09,Books,3,22.56,Delivered,Amazon Pay
AMA-O10160,AMA-C1986,24-Jun-2025,Apparel,2,$61.59,Cancelled,Gift Card
AMA-O7692,AMA-C10024,2025-01-13,Toys,1,12.77,Delivered,Gift Card
AMA-O14163,AMA-C4077,2025-10-21,Books,4,39.93,Delivered,Amazon Pay
AMA-O13526,AMA-C5459,03/27/2023,Sports & Outdoors,3,63.6,Returned,Amazon Pay
AMA-O10994,AMA-C9716,20-Nov-2023,Apparel,4,54.44,Delivered,Credit Card
AMA-O13692,AMA-C4163,08/27/2023,Home & Kitchen,2,$174.44,Pending,UPI
AMA-O6469,AMA-C1823,12/13/2023,Electronics,4,155.05,Delivered,UPI
AMA-O7402,AMA-C10032,08/20/2025,Electronics,2,525.24,Delivered,Credit Card
AMA-O9457,AMA-C3740,01/11/2025,Electronics,5,384.79,Returned,Amazon Pay
AMA-O9073,AMA-C10529,09/11/2025,Beauty,5,68.16,Pending,Debit Card
AMA-O5914,AMA-C9280,02/07/2023,Electronics,5,435.05,Pending,UPI
AMA-O14665,AMA-C1742,12/18/2024,Books,1,12.66,Cancelled,Credit Card
AMA-O12230,AMA-C3574,06/11/2025,Electronics,2,415.74,Delivered,Credit Card
AMA-O5738,AMA-C7171,2023-05-22,Apparel,2,$42.26,Delivered,UPI
AMA-O12048,AMA-C1148,14-Apr-2025,Apparel,1,95.27,Cancelled,UPI
AMA-O11392,AMA-C10180,2023-02-18,Sports & Outdoors,1,133.94,Delivered,Gift Card
AMA-O5750,AMA-C4045,02/11/2024,Electronics,4,$370.54,Delivered,Credit Card
AMA-O8360,AMA-C6771,09-Nov-2024,Toys,2,54.82,Pending,UPI
AMA-O10975,AMA-C10192,2023-05-14,Grocery,2,42.87,Delivered,UPI
AMA-O8292,AMA-C2510,08-Dec-2024,Books,5,35.83,Shipped,Gift Card
AMA-O13508,AMA-C2397,28-Jan-2024,Beauty,2,87.22,Delivered,Debit Card
AMA-O11645,AMA-C1514,2025-09-25,Books,5,6.62,Delivered,Credit Card
AMA-O13389,AMA-C6253,2023-01-23,Sports & Outdoors,3,108.48,Delivered,Gift Card
AMA-O13668,AMA-C10813,18-Jul-2023,Beauty,1,49.44,Cancelled,Gift Card
AMA-O8025,AMA-C5500,09/14/2024,Electronics,5,136.02,Shipped,UPI
AMA-O6589,AMA-C3553,27-Feb-2025,Toys,3,83.11,Delivered,UPI
AMA-O8869,AMA-C7240,02/07/2023,Apparel,4,41.14,Delivered,Credit Card
AMA-O6413,AMA-C6681,07/22/2023,Grocery,4,28.77,Delivered,Debit Card
AMA-O7797,AMA-C4813,02/18/2023,Books,4,$14.44,Cancelled,Debit Card
AMA-O13169,AMA-C1134,01/24/2023,Grocery,4,39.74,Delivered,Debit Card
AMA-O6211,AMA-C6246,2023-12-21,Electronics,2,30.14,Delivered,UPI
AMA-O13939,AMA-C5667,2024-04-06,Sports & Outdoors,4,$57.28,Returned,Debit Card
AMA-O10791,AMA-C1190,09-Nov-2023,Apparel,2,36.61,Pending,Credit Card
AMA-O11844,AMA-C2427,11/23/2025,Apparel,5,16.57,Pending,Debit Card
AMA-O5197,AMA-C3974,11/27/2023,Apparel,3,83.28,,Debit Card
AMA-O14778,AMA-C2195,01/01/2023,Apparel,3,53.05,Returned,Gift Card
AMA-O12091,AMA-C5327,08-Apr-2023,Beauty,2,6.52,,Amazon Pay
AMA-O9894,AMA-C8328,2024-05-25,Electronics,5,752.21,Returned,Gift Card
AMA-O6233,AMA-C1624,2023-05-05,Electronics,4,247.72,Pending,Gift Card
AMA-O8341,AMA-C7273,2023-09-19,Apparel,1,23.96,Pending,UPI
AMA-O13493,AMA-C10507,2025-05-18,Toys,4,64.08,Shipped,UPI
AMA-O14205,AMA-C9255,10/31/2023,Toys,4,35.59,Delivered,Debit Card
AMA-O7003,AMA-C10110,06/02/2023,Grocery,1,38.49,Pending,Amazon Pay
AMA-O14957,AMA-C7156,07-Jul-2023,Sports & Outdoors,2,$123.45,Delivered,Credit Card
AMA-O11771,AMA-C4293,2024-02-22,Electronics,5,142.72,,Amazon Pay
AMA-O5215,AMA-C5113,2024-02-11,Apparel,5,109.55,Delivered,Gift Card
AMA-O14126,AMA-C7367,16-Jun-2023,Home & Kitchen,3,171.77,Delivered,Gift Card
AMA-O5807,AMA-C6793,05-Feb-2025,Toys,3,70.94,Delivered,Debit Card
AMA-O12280,AMA-C7423,09/29/2023,Sports & Outdoors,2,$145.13,Delivered,UPI
AMA-O11104,AMA-C5211,2023-06-14,Toys,4,37.96,Cancelled,Amazon Pay
AMA-O12788,AMA-C3397,16-Oct-2025,Home & Kitchen,1,101.73,Delivered,Gift Card
AMA-O11716,AMA-C10284,07/01/2023,Apparel,5,89.29,Shipped,Debit Card
AMA-O11734,AMA-C6153,19-Nov-2024,Electronics,1,678.85,Pending,Gift Card
AMA-O10485,AMA-C7123,20-Feb-2025,Sports & Outdoors,4,122.8,Delivered,Gift Card
AMA-O11548,AMA-C8075,05-Oct-2025,Beauty,5,85.73,Delivered,UPI
AMA-O6368,AMA-C10264,2024-01-19,Toys,1,91.09,Cancelled,UPI
AMA-O11785,AMA-C9941,2024-02-11,Toys,1,6.05,Delivered,Amazon Pay
AMA-O5271,AMA-C3678,08/15/2025,Sports & Outdoors,5,182.78,Pending,Credit Card
AMA-O10341,AMA-C1681,10/22/2025,Beauty,1,26.18,Delivered,UPI
AMA-O9589,AMA-C7520,17-Dec-2024,Apparel,1,103.4,Delivered,UPI
AMA-O6422,AMA-C7263,2024-07-18,Apparel,1,91.24,Delivered,Amazon Pay
AMA-O6307,AMA-C4493,11/09/2023,Electronics,2,237.64,Delivered,Debit Card
AMA-O14019,AMA-C4057,2025-11-08,Books,3,$36.68,Shipped,Credit Card
AMA-O9508,AMA-C8012,08/26/2023,Grocery,5,$23.20,Pending,Gift Card
