revenue_id,order_id,payment_date,amount_paid_usd,payment_status,refund_amount_usd
AMA-R10391,AMA-O13242,2023-02-02,37.91,Paid,0.0
AMA-R11941,AMA-O12720,2023-06-15,279.63,Paid,0.0
AMA-R12437,AMA-O7243,2025-01-19,59.28,Paid,59.28
AMA-R17552,AMA-O12978,02/14/2024,2542.3,Paid,0.0
AMA-R9313,AMA-O7475,14-Mar-2025,179.7,Paid,0.0
AMA-R9740,AMA-O10486,19-May-2023,107.94,Paid,107.94
AMA-R10279,AMA-O7356,2024-02-17,112.1,Paid,0.0
AMA-R11017,AMA-O10322,07/01/2024,35.12,Paid,0.0
AMA-R12751,AMA-O12769,2024-03-30,1214.1,Paid,0.0
AMA-R16647,AMA-O10009,07/17/2024,65.59,Paid,0.0
AMA-R16284,AMA-O7593,14-Jul-2025,431.7,Paid,431.7
AMA-R13485,AMA-O11207,2023-11-09,39.78,Paid,0.0
AMA-R9649,AMA-O6765,2024-05-12,149.32,Refunded,0.0
AMA-R16377,AMA-O14511,06-Feb-2024,,Paid,0.0
AMA-R15111,AMA-O12534,23-Mar-2023,84.66,Paid,0.0
AMA-R17839,AMA-O10111,2023-05-05,21.1,Paid,0.0
AMA-R9078,AMA-O10717,05/29/2024,125.8,Pending,0.0
AMA-R12114,AMA-O11487,12-Oct-2023,95.82,Pending,0.0
AMA-R18512,AMA-O8426,29-Dec-2025,147.27,Paid,0.0
AMA-R18053,AMA-O11045,2023-08-26,236.67,Paid,0.0
AMA-R18391,AMA-O12383,18-Apr-2023,22.18,Paid,22.18
AMA-R15307,AMA-O6906,14-Nov-2024,159.93,Paid,0.0
AMA-R14599,AMA-O14423,2024-10-31,342.24,Paid,0.0
AMA-R10802,AMA-O9291,2025-04-07,274.62,Paid,0.0
AMA-R10281,AMA-O8827,03-Oct-2023,167.12,Paid,0.0
AMA-R13122,AMA-O7401,01/30/2025,258.48,Paid,0.0
AMA-R14282,AMA-O11895,10/24/2024,28.09,Refunded,0.0
AMA-R11768,AMA-O9605,05/29/2024,457.96,Paid,457.96
AMA-R11348,AMA-O10914,01-Feb-2025,861.84,Paid,0.0
AMA-R14970,AMA-O10327,19-Aug-2023,1799.13,Paid,0.0
AMA-R17886,AMA-O14014,26-Jun-2025,36.85,Paid,0.0
AMA-R9279,AMA-O9060,05/17/2023,203.5,Paid,0.0
AMA-R12802,AMA-O13310,05/25/2025,400.05,Paid,0.0
AMA-R10304,AMA-O5076,07/27/2024,79.2,Paid,0.0
AMA-R11062,AMA-O13003,25-Aug-2025,42.55,Refunded,0.0
AMA-R15724,AMA-O6706,2023-12-24,404.2,Paid,0.0
AMA-R17790,AMA-O9244,14-Apr-2023,775.56,Paid,0.0
AMA-R15729,AMA-O13978,2025-07-20,263.07,Paid,62.77
AMA-R16353,AMA-O11902,2025-06-01,969.65,Refunded,0.0
AMA-R10607,AMA-O14221,28-Apr-2025,388.86,Paid,0.0
AMA-R15436,AMA-O12409,2023-06-20,821.64,Paid,0.0
AMA-R11469,AMA-O7986,09/05/2023,174.82,Paid,0.0
AMA-R15058,AMA-O12306,07-Apr-2024,19.4,Paid,0.0
AMA-R10677,AMA-O10531,2025-02-27,243.02,Paid,0.0
AMA-R18469,AMA-O14005,2024-07-23,69.32,Paid,0.0
AMA-R17973,AMA-O10860,04/25/2025,727.47,Paid,0.0
AMA-R15767,AMA-O11343,2024-08-31,3425.4,Paid,0.0
AMA-R17626,AMA-O14293,12/24/2024,58.92,Paid,0.0
AMA-R16220,AMA-O13523,07/26/2025,61.56,Paid,0.0
AMA-R16949,AMA-O6546,04/04/2023,76.12,Paid,0.0
AMA-R9463,AMA-O13922,2023-11-28,82.2,Paid,0.0
AMA-R17751,AMA-O14532,10/15/2023,141.24,Paid,0.0
AMA-R11149,AMA-O5977,18-Apr-2024,2104.4,Paid,0.0
AMA-R15915,AMA-O14744,2023-06-18,226.9,Paid,226.9
AMA-R10454,AMA-O6420,2025-12-30,286.76,Paid,0.0
AMA-R17091,AMA-O12388,17-Jul-2024,517.83,Paid,0.0
AMA-R13949,AMA-O5274,2025-02-05,,Paid,0.0
AMA-R15372,AMA-O13541,2025-01-26,115.44,Refunded,0.0
AMA-R17423,AMA-O9581,07/10/2023,121.6,Paid,0.0
AMA-R12210,AMA-O13399,09/25/2024,75.1,Paid,0.0
AMA-R16874,AMA-O5064,21-Aug-2023,,Paid,0.0
AMA-R17923,AMA-O12399,2025-02-08,215.04,Paid,0.0
AMA-R14049,AMA-O11610,2023-06-08,,Paid,0.0
AMA-R17139,AMA-O8342,2025-07-02,821.01,Refunded,0.0
AMA-R16848,AMA-O12481,27-Sep-2025,122.26,Paid,26.97
AMA-R12459,AMA-O13942,31-Mar-2023,43.04,Paid,0.0
AMA-R9764,AMA-O11382,2024-06-20,3579.35,Paid,0.0
AMA-R17120,AMA-O9539,2025-04-01,158.2,Paid,0.0
AMA-R17174,AMA-O10127,01/06/2025,17.76,Refunded,0.0
AMA-R12826,AMA-O11286,25-Jan-2024,564.04,Paid,0.0
AMA-R10468,AMA-O11585,12-Feb-2025,1206.98,Paid,0.0
AMA-R12084,AMA-O10271,2024-09-17,338.35,Paid,0.0
AMA-R15958,AMA-O5183,2023-07-20,932.95,Paid,0.0
AMA-R16673,AMA-O7627,2024-09-15,,Refunded,0.0
AMA-R17154,AMA-O11563,03/16/2025,88.62,Paid,0.0
AMA-R17237,AMA-O13055,2023-02-25,1585.86,Paid,0.0
AMA-R13462,AMA-O14492,2023-02-01,182.82,Paid,0.0
AMA-R17951,AMA-O9480,24-Apr-2024,606.36,Paid,0.0
AMA-R13972,AMA-O6234,2023-05-19,1417.77,Refunded,0.0
AMA-R13942,AMA-O8629,11/24/2025,94.72,Paid,0.0
AMA-R17221,AMA-O5151,2025-09-02,49.86,Refunded,0.0
AMA-R12037,AMA-O11259,12/01/2025,364.65,Pending,0.0
AMA-R9119,AMA-O7418,02/04/2025,519.39,Paid,0.0
AMA-R15276,AMA-O11773,06/27/2024,33.4,Paid,0.0
AMA-R18406,AMA-O11639,04-May-2023,254.48,Paid,0.0
AMA-R10274,AMA-O7316,07/21/2025,114.48,Paid,0.0
AMA-R10555,AMA-O9299,10-Jul-2025,32.7,Paid,0.0
AMA-R18327,AMA-O7526,2023-09-19,66.48,Paid,0.0
AMA-R12840,AMA-O8875,2024-08-17,66.96,Paid,0.0
AMA-R13683,AMA-O7602,2023-09-03,252.8,Paid,0.0
AMA-R13069,AMA-O10358,12/15/2025,74.52,Paid,74.52
AMA-R11885,AMA-O8233,08/29/2024,386.12,Paid,0.0
AMA-R18065,AMA-O10484,04-Apr-2025,108.92,Paid,0.0
AMA-R16645,AMA-O14764,03/21/2024,1753.76,Paid,0.0
AMA-R12608,AMA-O7110,29-Oct-2025,734.37,Paid,0.0
AMA-R16229,AMA-O11792,2025-11-10,375.65,Paid,0.0
AMA-R12559,AMA-O10629,11/26/2023,115.3,Paid,0.0
AMA-R16408,AMA-O7181,2025-03-25,110.24,Paid,0.0
AMA-R13104,AMA-O5806,2023-09-22,139.65,Paid,0.0
AMA-R11748,AMA-O12824,06/12/2023,184.66,Refunded,0.0
AMA-R12206,AMA-O7873,2025-01-14,57.14,Refunded,0.0
AMA-R18292,AMA-O8457,02/28/2024,252.05,Paid,0.0
AMA-R10288,AMA-O14247,01/10/2025,338.95,Paid,0.0
AMA-R12740,AMA-O11230,07/03/2023,184.26,Refunded,0.0
AMA-R10905,AMA-O10361,2023-01-02,888.9,Paid,888.9
AMA-R10936,AMA-O6643,03-Jun-2025,73.68,Refunded,0.0
AMA-R16292,AMA-O10757,21-Jan-2024,24.4,Paid,24.4
AMA-R15261,AMA-O12582,01/03/2024,564.4,Paid,212.24
AMA-R14767,AMA-O10372,08-Jul-2023,120.42,Paid,0.0
AMA-R14889,AMA-O7086,2024-03-10,485.56,Refunded,0.0
AMA-R10058,AMA-O11643,05/05/2024,1888.5,Pending,0.0
AMA-R14908,AMA-O11297,02-Jul-2024,2020.32,Paid,0.0
AMA-R15424,AMA-O12817,31-Jul-2025,25.3,Paid,0.0
AMA-R16980,AMA-O10896,15-Dec-2023,3346.55,Paid,0.0
AMA-R11542,AMA-O9378,11/24/2025,124.65,Paid,0.0
AMA-R11422,AMA-O8521,08/02/2025,1123.08,Paid,0.0
AMA-R13034,AMA-O6932,18-Aug-2024,93.04,Paid,0.0
AMA-R15311,AMA-O13896,2024-02-22,1301.48,Paid,324.5
AMA-R18398,AMA-O12285,12/25/2025,21.77,Paid,0.0
AMA-R11997,AMA-O14733,03-Jun-2024,47.97,Paid,0.0
AMA-R17492,AMA-O13100,06/21/2024,545.24,Paid,0.0
AMA-R13578,AMA-O12337,04-Jun-2024,103.6,Paid,103.6
AMA-R9048,AMA-O8015,29-Nov-2024,45.04,Paid,0.0
AMA-R10035,AMA-O10522,06/05/2024,642.88,Paid,0.0
AMA-R10301,AMA-O10682,02-Jul-2024,916.2,Paid,0.0
AMA-R10561,AMA-O9879,2025-03-01,308.2,Paid,0.0
AMA-R10337,AMA-O8074,07/18/2024,44.87,Paid,0.0
AMA-R17435,AMA-O11641,05/25/2023,55.15,Paid,55.15
AMA-R17647,AMA-O12828,11/07/2024,1182.92,Paid,0.0
AMA-R15448,AMA-O8251,03/27/2024,,Paid,0.0
AMA-R18542,AMA-O5881,01/13/2025,418.7,Pending,0.0
AMA-R12083,AMA-O8123,04/03/2023,87.6,Paid,0.0
AMA-R12407,AMA-O13864,2025-11-24,65.02,Paid,0.0
AMA-R18276,AMA-O5742,06/26/2024,118.58,Paid,0.0
AMA-R12216,AMA-O7298,2025-04-13,,Paid,0.0
AMA-R15494,AMA-O13902,12/06/2025,596.1,Refunded,0.0
AMA-R16539,AMA-O13699,2025-09-08,53.9,Paid,0.0
AMA-R12330,AMA-O11671,01-Jan-2023,33.54,Refunded,0.0
AMA-R12151,AMA-O5989,2024-10-19,658.59,Refunded,0.0
AMA-R11940,AMA-O6306,22-Feb-2024,648.32,Paid,648.32
AMA-R10753,AMA-O13409,2024-01-31,230.81,Paid,0.0
AMA-R17244,AMA-O14806,11/20/2025,87.15,Refunded,0.0
AMA-R12990,AMA-O10582,05/03/2025,101.56,Paid,47.18
AMA-R15838,AMA-O5879,09/30/2025,,Paid,0.0
AMA-R16689,AMA-O14913,01/16/2023,149.24,Paid,0.0
AMA-R14960,AMA-O6788,12/11/2024,369.95,Paid,369.95
AMA-R17399,AMA-O14414,13-Oct-2024,459.48,Paid,0.0
AMA-R9398,AMA-O6248,2024-12-01,79.0,Pending,0.0
AMA-R17980,AMA-O6117,07/29/2025,1446.6,Refunded,0.0
AMA-R17219,AMA-O7937,02/27/2023,262.59,Paid,0.0
AMA-R11834,AMA-O14985,03/15/2025,600.05,Refunded,0.0
AMA-R12580,AMA-O12726,06/29/2023,131.35,Pending,0.0
AMA-R16136,AMA-O7877,2024-09-24,95.72,Refunded,0.0
AMA-R13723,AMA-O14391,2023-06-20,158.96,Paid,0.0
AMA-R17281,AMA-O14279,2024-07-27,27.05,Paid,0.0
AMA-R14626,AMA-O9626,11/07/2025,210.84,Paid,0.0
AMA-R17526,AMA-O6601,2024-06-20,,Paid,0.0
AMA-R17043,AMA-O8634,25-Feb-2023,196.44,Refunded,0.0
AMA-R11568,AMA-O13826,09/03/2024,91.24,Refunded,0.0
AMA-R13944,AMA-O5345,27-May-2025,116.88,Paid,0.0
AMA-R9985,AMA-O14418,07/02/2025,435.6,Paid,0.0
AMA-R17264,AMA-O7925,2024-03-25,174.42,Paid,174.42
AMA-R11243,AMA-O5273,09/25/2025,225.4,Paid,0.0
AMA-R15841,AMA-O6570,02/10/2025,132.1,Paid,0.0
AMA-R16050,AMA-O11357,11-May-2024,178.42,Paid,0.0
AMA-R11636,AMA-O14361,17-Sep-2025,337.56,Refunded,0.0
AMA-R14748,AMA-O5141,2025-03-16,277.24,Paid,277.24
AMA-R14320,AMA-O5927,27-Oct-2024,177.21,Paid,177.21
AMA-R14443,AMA-O12807,2025-01-04,305.48,Paid,305.48
AMA-R17670,AMA-O8803,08-Jul-2024,102.33,Refunded,0.0
AMA-R18097,AMA-O10622,08/31/2024,90.36,Refunded,0.0
AMA-R10332,AMA-O7072,2025-04-26,448.15,Refunded,0.0
AMA-R14094,AMA-O8175,06/11/2023,160.25,Pending,0.0
AMA-R16063,AMA-O13369,2025-10-27,52.38,Paid,0.0
AMA-R10154,AMA-O10601,28-Oct-2025,217.04,Paid,0.0
AMA-R13106,AMA-O14296,18-Aug-2024,72.28,Paid,0.0
AMA-R9242,AMA-O7241,19-Jun-2024,255.45,Paid,0.0
AMA-R11009,AMA-O14929,11/11/2023,283.08,Pending,0.0
AMA-R17395,AMA-O8036,15-Sep-2025,1264.6,Paid,1264.6
AMA-R18508,AMA-O12805,2023-07-18,86.15,Paid,86.15
AMA-R13291,AMA-O5629,01/13/2025,99.0,Paid,0.0
AMA-R14180,AMA-O11026,06/09/2024,971.8,Paid,0.0
AMA-R17996,AMA-O8023,2025-08-18,6.88,Paid,0.0
AMA-R15705,AMA-O12225,01/29/2025,100.77,Paid,0.0
AMA-R11164,AMA-O13545,08/14/2023,14.92,Paid,14.92
AMA-R10697,AMA-O10989,26-Aug-2024,24.73,Paid,7.54
AMA-R12784,AMA-O11955,03/10/2025,87.9,Paid,0.0
AMA-R10925,AMA-O14280,2023-09-09,16.76,Paid,16.76
AMA-R13679,AMA-O12466,2024-06-15,142.24,Paid,0.0
AMA-R16266,AMA-O5012,2025-05-17,,Refunded,0.0
AMA-R18623,AMA-O5121,2023-09-01,245.0,Paid,0.0
AMA-R16572,AMA-O12240,05/28/2023,54.01,Refunded,0.0
AMA-R10611,AMA-O10302,08/03/2023,278.58,Refunded,0.0
AMA-R9229,AMA-O7419,19-Aug-2025,,Paid,0.0
AMA-R9345,AMA-O6576,06/12/2024,,Paid,0.0
AMA-R13973,AMA-O8809,2024-02-11,196.55,Paid,196.55
AMA-R9474,AMA-O11922,2025-08-29,624.5,Paid,0.0
AMA-R14245,AMA-O9483,2024-10-10,31.86,Paid,0.0
AMA-R18495,AMA-O14515,2024-06-16,30.15,Refunded,0.0
AMA-R13777,AMA-O8494,2025-03-12,116.06,Paid,0.0
AMA-R15206,AMA-O5254,06-May-2024,92.22,Paid,0.0
AMA-R9691,AMA-O5118,2025-03-20,544.92,Paid,0.0
AMA-R16462,AMA-O8736,08/23/2024,356.22,Paid,356.22
AMA-R17401,AMA-O8975,04-Nov-2025,1063.44,Paid,0.0
AMA-R12042,AMA-O13674,01-May-2024,115.66,Paid,0.0
AMA-R16428,AMA-O14705,09/15/2023,1375.55,Paid,0.0
AMA-R15368,AMA-O14939,12-Nov-2023,25.88,Paid,0.0
AMA-R11110,AMA-O14609,2024-03-10,57.8,Paid,25.22
AMA-R13955,AMA-O11080,03/29/2025,146.64,Paid,0.0
AMA-R14123,AMA-O5557,10-Jan-2024,,Paid,941.96
AMA-R9095,AMA-O14362,04/05/2025,68.49,Paid,0.0
AMA-R10589,AMA-O13626,06/14/2024,47.79,Paid,0.0
AMA-R10003,AMA-O12381,2025-01-31,188.16,Paid,0.0
AMA-R11373,AMA-O11282,05/26/2023,79.1,Refunded,0.0
AMA-R12991,AMA-O12383,18-Apr-2023,22.18,Paid,22.18
AMA-R10108,AMA-O8473,2023-04-09,213.7,Paid,0.0
AMA-R13662,AMA-O8575,27-Jan-2023,3811.55,Paid,3811.55
AMA-R18348,AMA-O12653,2024-04-25,,Refunded,0.0
AMA-R13029,AMA-O5327,05/13/2025,833.32,Paid,0.0
AMA-R9443,AMA-O7379,02/26/2023,176.31,Paid,176.31
AMA-R9732,AMA-O13196,01/14/2025,303.44,Paid,36.18
AMA-R12108,AMA-O5501,05-Jan-2024,5.96,Refunded,0.0
AMA-R13016,AMA-O14826,2025-04-04,,Paid,0.0
AMA-R13606,AMA-O13209,05/16/2025,,Paid,0.0
AMA-R10074,AMA-O12234,2025-10-28,179.85,Paid,0.0
AMA-R17523,AMA-O7651,2024-11-15,252.25,Paid,0.0
AMA-R9896,AMA-O11177,01/02/2025,78.08,Paid,0.0
AMA-R12445,AMA-O13467,05/14/2024,593.86,Paid,0.0
AMA-R14344,AMA-O8250,2024-11-27,22.76,Refunded,0.0
AMA-R16257,AMA-O8416,08/30/2023,246.72,Paid,0.0
AMA-R9127,AMA-O5899,2025-04-09,167.2,Paid,0.0
AMA-R13213,AMA-O10287,19-Mar-2025,,Pending,0.0
AMA-R15871,AMA-O12579,05/30/2024,33.36,Paid,0.0
AMA-R13575,AMA-O5908,2025-11-14,1508.44,Paid,0.0
AMA-R13935,AMA-O14234,2023-12-14,426.18,Paid,0.0
AMA-R12885,AMA-O9894,2024-05-25,3761.05,Paid,3761.05
AMA-R11634,AMA-O9994,12/13/2025,32.97,Paid,0.0
AMA-R16542,AMA-O10060,2023-02-01,88.15,Paid,0.0
AMA-R16659,AMA-O8863,16-Oct-2023,68.4,Paid,0.0
AMA-R17810,AMA-O13561,06/18/2025,75.51,Paid,0.0
AMA-R13851,AMA-O5415,2025-03-14,747.6,Refunded,0.0
AMA-R9045,AMA-O6007,2025-05-06,862.68,Refunded,0.0
AMA-R9572,AMA-O11416,2025-11-26,222.89,Paid,0.0
AMA-R11969,AMA-O12827,05/31/2023,313.92,Refunded,0.0
AMA-R10522,AMA-O9729,06/30/2024,89.68,Paid,0.0
AMA-R10996,AMA-O11964,2024-04-15,373.45,Paid,0.0
AMA-R14392,AMA-O6650,2024-09-08,215.46,Pending,59.37
AMA-R14714,AMA-O5733,26-Jun-2024,173.06,Paid,0.0
AMA-R14760,AMA-O12186,07/20/2023,48.12,Paid,0.0
AMA-R10585,AMA-O12899,05-Sep-2024,319.92,Refunded,0.0
AMA-R13831,AMA-O13500,30-Sep-2023,40.76,Refunded,0.0
AMA-R11983,AMA-O7843,06-May-2025,258.24,Paid,0.0
AMA-R16725,AMA-O8588,2025-01-18,396.4,Paid,0.0
AMA-R14081,AMA-O10897,07-Aug-2023,220.61,Paid,220.61
AMA-R10394,AMA-O7115,11/17/2024,480.63,Paid,0.0
AMA-R14197,AMA-O12445,16-Jan-2025,618.93,Paid,0.0
AMA-R12481,AMA-O13117,01/25/2023,199.68,Paid,50.76
AMA-R9780,AMA-O10795,09/01/2025,686.65,Paid,0.0
AMA-R16264,AMA-O7112,2023-07-03,87.24,Paid,0.0
AMA-R14459,AMA-O8189,29-Sep-2023,159.35,Paid,0.0
AMA-R16281,AMA-O5825,03-Apr-2024,213.48,Paid,0.0
AMA-R16161,AMA-O12608,25-Sep-2023,295.95,Pending,0.0
AMA-R18535,AMA-O12102,03/09/2023,233.82,Refunded,0.0
AMA-R13567,AMA-O7591,2023-09-11,3009.15,Refunded,0.0
AMA-R13265,AMA-O12739,24-Dec-2023,873.21,Paid,873.21
AMA-R17141,AMA-O12061,22-Nov-2025,262.65,Paid,262.65
AMA-R12635,AMA-O12283,08-Mar-2025,51.66,Paid,0.0
AMA-R11843,AMA-O9236,07/04/2024,691.44,Paid,0.0
AMA-R13432,AMA-O13872,07/04/2025,196.12,Paid,196.12
AMA-R13893,AMA-O13159,01/02/2024,124.83,Paid,0.0
AMA-R9983,AMA-O9017,01/23/2025,110.1,Paid,0.0
AMA-R11284,AMA-O13229,17-Aug-2023,825.72,Paid,0.0
AMA-R10854,AMA-O8519,09-Jun-2023,,Refunded,0.0
AMA-R14148,AMA-O13755,08/02/2025,50.56,Paid,50.56
AMA-R11085,AMA-O6902,2025-02-21,76.64,Paid,0.0
AMA-R9484,AMA-O6619,04/17/2023,40.92,Refunded,0.0
AMA-R16207,AMA-O8818,28-Jul-2023,106.4,Paid,106.4
AMA-R17275,AMA-O5376,2023-11-13,223.04,Paid,0.0
AMA-R12628,AMA-O6548,06/07/2023,257.88,Paid,0.0
AMA-R11555,AMA-O10811,2024-09-07,96.72,Paid,0.0
AMA-R14988,AMA-O8959,15-Feb-2025,113.94,Paid,0.0
AMA-R14897,AMA-O6036,2024-05-07,310.1,Paid,0.0
AMA-R12236,AMA-O7279,2023-09-09,404.92,Paid,0.0
AMA-R13856,AMA-O12132,2023-07-10,222.8,Refunded,0.0
AMA-R17217,AMA-O10353,2023-07-12,151.04,Paid,0.0
AMA-R9105,AMA-O7940,30-Apr-2023,4.96,Paid,0.0
AMA-R15814,AMA-O6623,2023-04-06,312.35,Paid,149.39
AMA-R13600,AMA-O8409,01-Mar-2023,28.98,Refunded,0.0
AMA-R16225,AMA-O10198,2024-09-25,,Pending,0.0
AMA-R9746,AMA-O9461,11/17/2024,82.05,Paid,82.05
AMA-R18399,AMA-O5439,21-Feb-2023,12.1,Paid,12.1
AMA-R16082,AMA-O5754,10-May-2023,127.15,Refunded,0.0
AMA-R16128,AMA-O7016,2025-08-16,24.26,Paid,24.26
AMA-R11190,AMA-O5388,12/30/2024,126.35,Paid,0.0
AMA-R13089,AMA-O10236,22-Dec-2025,257.15,Paid,257.15
AMA-R9364,AMA-O5685,22-Oct-2024,352.45,Paid,0.0
AMA-R15911,AMA-O6830,2024-08-10,128.59,Paid,0.0
AMA-R13998,AMA-O6781,2025-10-27,495.14,Paid,0.0
AMA-R13887,AMA-O7055,2023-10-31,88.74,Paid,0.0
AMA-R18156,AMA-O12440,15-Jun-2023,938.15,Pending,0.0
AMA-R10747,AMA-O5268,25-Oct-2025,274.95,Paid,0.0
AMA-R9101,AMA-O11180,05/10/2024,163.53,Paid,0.0
AMA-R11491,AMA-O5387,2025-06-13,35.22,Paid,0.0
AMA-R12539,AMA-O12260,03/28/2024,136.08,Paid,0.0
AMA-R11827,AMA-O10905,10/22/2023,176.2,Paid,0.0
AMA-R14853,AMA-O5073,25-Mar-2023,199.84,Paid,0.0
AMA-R9969,AMA-O12983,09/16/2025,37.31,Paid,0.0
AMA-R14785,AMA-O11435,2023-05-26,230.88,Refunded,0.0
AMA-R10037,AMA-O11219,2024-05-29,,Paid,0.0
AMA-R17956,AMA-O9110,2025-04-08,108.4,Paid,0.0
AMA-R17976,AMA-O14988,21-Sep-2024,84.32,Paid,84.32
AMA-R12918,AMA-O11801,19-Dec-2024,218.82,Paid,0.0
AMA-R15202,AMA-O6290,13-Feb-2023,222.66,Paid,0.0
AMA-R17512,AMA-O11055,12-Sep-2023,55.14,Paid,0.0
AMA-R15141,AMA-O5385,2024-09-22,183.58,Refunded,0.0
AMA-R15381,AMA-O10553,24-Jun-2024,54.76,Paid,0.0
AMA-R18115,AMA-O9543,2023-11-22,243.82,Paid,0.0
AMA-R13785,AMA-O9496,2024-08-16,228.72,Paid,0.0
AMA-R17020,AMA-O12960,12/25/2025,413.6,Paid,0.0
AMA-R18599,AMA-O10518,07-May-2023,102.9,Paid,102.9
AMA-R13198,AMA-O6539,29-Mar-2024,339.72,Paid,0.0
AMA-R12040,AMA-O7871,2024-10-05,1374.86,Paid,1374.86
AMA-R11506,AMA-O10308,06/12/2025,257.08,Paid,0.0
AMA-R12425,AMA-O8661,04-Apr-2023,206.34,Paid,0.0
AMA-R16415,AMA-O5060,23-Jul-2024,155.48,Refunded,0.0
AMA-R15634,AMA-O9474,2023-11-19,88.05,Paid,0.0
AMA-R15787,AMA-O11097,2023-08-28,215.72,Paid,0.0
AMA-R15388,AMA-O5050,22-Jun-2025,1107.4,Paid,479.44
AMA-R14353,AMA-O9049,05-Sep-2023,538.53,Paid,0.0
AMA-R9921,AMA-O8990,05-Oct-2025,1853.72,Paid,0.0
AMA-R10377,AMA-O9006,2025-02-09,840.35,Refunded,346.28
AMA-R9159,AMA-O12969,13-Jun-2024,268.83,Refunded,0.0
AMA-R12379,AMA-O12927,2025-01-25,65.31,Paid,0.0
AMA-R12333,AMA-O9797,2024-06-08,202.48,Refunded,0.0
AMA-R11800,AMA-O14516,2023-08-13,91.4,Refunded,0.0
AMA-R10699,AMA-O11493,11/12/2025,430.0,Paid,430.0
AMA-R10888,AMA-O9053,2023-09-22,1334.34,Paid,0.0
AMA-R10124,AMA-O12747,16-May-2023,920.56,Paid,920.56
AMA-R10906,AMA-O5930,2024-03-16,169.02,Paid,0.0
AMA-R18111,AMA-O6606,22-Jun-2025,194.1,Paid,0.0
AMA-R16308,AMA-O6617,25-Jul-2023,45.75,Refunded,0.0
AMA-R15462,AMA-O5500,2024-12-24,76.2,Paid,0.0
AMA-R9459,AMA-O10365,2023-05-03,20.86,Paid,20.86
AMA-R15452,AMA-O7486,02/28/2025,35.88,Refunded,0.0
AMA-R10233,AMA-O13491,08-May-2024,56.73,Paid,26.2
AMA-R17210,AMA-O6143,2023-01-23,111.48,Pending,0.0
AMA-R13285,AMA-O12990,08/19/2023,641.14,Paid,0.0
AMA-R16995,AMA-O13293,11-Jan-2023,120.64,Refunded,0.0
AMA-R14209,AMA-O11013,13-Dec-2024,223.46,Paid,0.0
AMA-R9137,AMA-O11897,11/16/2023,413.65,Paid,0.0
AMA-R9244,AMA-O13952,2025-04-30,321.28,Paid,0.0
AMA-R17699,AMA-O7416,11/13/2023,103.8,Paid,0.0
AMA-R12493,AMA-O12101,04/06/2023,227.13,Paid,0.0
AMA-R18612,AMA-O8320,04-Mar-2025,46.8,Paid,0.0
AMA-R17469,AMA-O9737,10/19/2023,30.51,Paid,12.16
AMA-R17057,AMA-O7690,01-Sep-2024,,Paid,0.0
AMA-R15835,AMA-O8921,07-Oct-2023,130.16,Paid,0.0
AMA-R10006,AMA-O11273,25-Feb-2024,231.92,Paid,0.0
AMA-R9838,AMA-O14186,11-Oct-2023,,Paid,0.0
AMA-R18451,AMA-O11464,03/01/2025,90.68,Paid,0.0
AMA-R15596,AMA-O13091,08/18/2024,76.8,Pending,0.0
AMA-R18325,AMA-O7870,23-Aug-2024,87.28,Pending,0.0
AMA-R13371,AMA-O14644,11/22/2023,3.75,Paid,0.0
AMA-R15185,AMA-O6245,2025-03-26,382.45,Paid,0.0
AMA-R17853,AMA-O6664,02-Jan-2023,59.44,Refunded,0.0
AMA-R12805,AMA-O9849,24-Oct-2024,54.12,Paid,0.0
AMA-R11645,AMA-O12950,01/10/2023,125.76,Paid,0.0
AMA-R15528,AMA-O8572,09-Jan-2024,140.52,Paid,0.0
AMA-R11306,AMA-O5533,2024-01-10,75.36,Refunded,0.0
AMA-R12466,AMA-O10005,08/27/2025,921.76,Paid,0.0
AMA-R14542,AMA-O7779,06/27/2024,20.36,Refunded,0.0
AMA-R11139,AMA-O8927,08/26/2025,,Paid,0.0
AMA-R13788,AMA-O8377,10/08/2024,38.88,Paid,38.88
AMA-R10008,AMA-O5399,2024-07-05,221.84,Paid,0.0
AMA-R9965,AMA-O14094,07/18/2024,714.72,Paid,714.72
AMA-R15649,AMA-O14457,08-Mar-2025,43.95,Paid,0.0
AMA-R11585,AMA-O7379,02/26/2023,176.31,Paid,176.31
AMA-R12778,AMA-O13864,2025-11-24,65.02,Pending,0.0
AMA-R13239,AMA-O13654,2023-10-06,313.84,Paid,313.84
AMA-R14210,AMA-O14463,02-Feb-2023,439.95,Paid,0.0
AMA-R17739,AMA-O13419,12/06/2024,,Paid,95.4
AMA-R13032,AMA-O10385,26-Sep-2025,,Paid,0.0
AMA-R11398,AMA-O12185,2025-05-13,178.56,Paid,0.0
AMA-R12355,AMA-O6910,2025-06-18,79.42,Paid,0.0
AMA-R15668,AMA-O9800,2025-05-02,136.08,Paid,0.0
AMA-R15790,AMA-O6661,2023-03-23,51.78,Paid,0.0
AMA-R10475,AMA-O14881,02/03/2023,146.95,Paid,0.0
AMA-R13756,AMA-O10405,14-Nov-2024,51.26,Pending,0.0
AMA-R9680,AMA-O14524,08/10/2023,102.3,Refunded,0.0
AMA-R13915,AMA-O13422,2025-01-15,125.75,Paid,125.75
AMA-R14779,AMA-O11486,06-Jan-2023,243.39,Paid,0.0
